student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
140078,27,male,psychology,4.4,1.0,3.3,yes,99.6,5.1,good,4,high school,high,6.2,yes,3.7,8,4.5,no,3,9.5,co-learning group,yes,medium,2,9,6,kinesthetic,5.0,94
128504,19,female,psychology,2.7,3.3,1.2,yes,99.6,4.5,fair,1,master,low,8.3,yes,3.7,3,2.8,no,5,7.2,co-learning group,no,high,5,6,9,kinesthetic,7.4,100
152937,25,female,computer science,2.7216375040318423,3.8,0.9,no,99.6,4.4,fair,4,bachelor,medium,2.0,no,3.69,4,5.2,no,2,9.2,cafe,yes,medium,8,7,8,visual,9.4,86
175921,22,other,arts,3.2,4.3,0.9,yes,99.6,5.8,fair,0,master,high,6.2,no,3.59,8,6.0,no,0,10.3,co-learning group,yes,medium,6,3,10,auditory,7.2,86
161324,23,female,computer science,4.895694134869456,0.5,3.6,yes,99.6,7.1,fair,4,master,high,5.5,yes,3.58,6,8.3,yes,5,10.3,library,yes,low,10,2,10,kinesthetic,6.3,88
122613,21,male,psychology,4.1,3.8,0.7,no,99.6,7.3,fair,5,bachelor,low,6.6,no,3.56,8,2.8,no,4,9.6,dorm,no,medium,5,2,10,auditory,3.2,90
160626,16,male,computer science,7.039951127466043,2.8,0.8,yes,99.6,5.4,good,2,phd,high,6.0,yes,3.55,7,6.2,no,2,12.1,cafe,no,low,8,4,10,auditory,3.1,85
173517,25,female,psychology,2.7,4.7,2.6,no,99.6,4.9,good,6,some college,high,8.4,yes,3.52,2,6.2,no,0,10.4,quiet room,yes,medium,2,7,8,reading,7.2,89
177325,16,other,business,0.1,2.3,3.4,no,99.6,6.0,fair,6,master,low,5.6,no,3.52,2,5.6,no,5,7.7,dorm,no,high,10,9,6,reading,5.8,87
147503,25,other,biology,3.9,2.0,3.5,yes,99.6,4.0,fair,0,bachelor,low,9.7,no,3.51,7,6.1,no,0,11.2,dorm,yes,medium,2,3,10,visual,7.6,85
157440,16,male,biology,2.8,2.0,2.3,no,99.6,8.7,fair,6,master,low,8.9,no,3.43,6,6.3,no,1,8.3,co-learning group,yes,low,2,10,5,kinesthetic,2.4,83
173009,16,female,business,4.7,0.2,0.6,no,99.6,8.5,good,7,bachelor,medium,4.7,no,3.42,5,4.1,no,4,6.7,dorm,no,high,1,1,10,kinesthetic,4.3,79
123130,17,other,arts,4.1,3.3,2.1,no,99.6,8.5,poor,7,some college,medium,6.9,no,3.39,7,7.1,no,2,11.5,cafe,no,low,6,10,5,reading,1.9,94
163321,19,other,arts,4.1,1.1,0.9,no,99.6,8.7,fair,7,master,medium,7.0,no,3.38,7,5.9,no,0,7.2,quiet room,yes,medium,9,4,10,reading,6.1,72
149346,22,male,biology,0.0,3.2,0.6,yes,99.6,9.5,good,2,master,medium,5.8,yes,3.38,7,8.7,yes,1,4.1,dorm,yes,low,2,1,10,reading,1.5,78
146723,17,male,computer science,8.129273853134446,4.2,1.3,yes,99.6,9.4,good,3,some college,medium,8.1,no,3.37,2,5.1,no,1,15.3,cafe,yes,low,7,6,9,kinesthetic,1.2,79
112292,25,male,arts,3.8,0.7,1.3,no,99.6,8.3,fair,4,master,low,8.0,yes,3.36,2,1.9,no,5,6.1,cafe,yes,medium,10,3,10,auditory,8.7,72
133846,23,male,psychology,5.2,4.0,1.5,no,99.6,8.0,good,3,phd,high,6.0,no,3.33,2,3.3,no,3,11.3,cafe,yes,high,1,8,7,visual,9.8,71
154534,25,male,business,5.0,2.4,0.6,no,99.6,6.6,fair,2,some college,medium,3.7,no,3.29,4,4.1,no,1,8.3,dorm,yes,high,6,9,6,kinesthetic,9.2,84
130915,19,other,business,1.2,2.9,0.3,yes,99.6,6.6,good,7,bachelor,high,4.9,no,3.29,2,7.2,no,4,4.8,library,yes,medium,1,8,7,auditory,1.7,83
130998,18,male,computer science,5.0188215218021694,3.8,2.3,yes,99.6,6.5,poor,4,phd,low,4.1,yes,3.28,3,4.5,no,1,12.8,cafe,yes,high,9,6,9,kinesthetic,5.7,78
106462,23,male,business,2.8,1.4,1.8,no,99.6,5.5,good,0,master,high,8.9,yes,3.28,1,3.3,no,3,6.8,dorm,yes,low,1,9,6,visual,5.3,85
110440,19,other,arts,3.8,1.3,3.5,no,99.6,6.4,good,0,master,high,8.6,yes,3.26,2,5.4,no,3,10.1,quiet room,yes,medium,1,4,10,visual,5.3,83
125851,21,male,engineering,3.8,4.8,1.7,yes,99.6,8.0,good,7,bachelor,medium,8.5,no,3.23,2,6.1,no,2,10.9,cafe,yes,low,9,9,6,visual,4.3,82
103388,21,other,engineering,3.7,0.9,0.8,no,99.6,6.0,good,6,bachelor,medium,9.0,no,3.23,1,3.1,no,0,6.3,cafe,no,low,5,8,7,auditory,2.2,88
144203,17,male,psychology,2.6,2.2,2.4,no,99.6,9.1,fair,3,some college,medium,9.7,yes,3.2,8,4.3,no,5,8.7,quiet room,yes,low,9,3,10,auditory,6.9,87
127452,17,other,biology,1.1,2.8,0.8,yes,99.6,7.4,good,1,master,high,7.7,no,3.2,6,4.2,no,3,5.6,dorm,no,low,4,6,9,reading,4.6,84
158728,18,male,arts,1.5,0.9,3.8,yes,99.6,6.2,poor,6,master,medium,5.5,yes,3.18,7,2.2,no,1,7.2,dorm,yes,low,1,2,10,auditory,6.6,87
156206,16,male,computer science,4.631672837778117,3.1,2.9,yes,99.6,8.8,poor,4,bachelor,medium,6.9,yes,3.17,1,7.2,no,3,11.9,library,no,high,1,3,10,visual,2.8,85
141818,24,male,biology,2.3,1.3,2.3,yes,99.6,4.8,fair,5,high school,medium,6.3,no,3.16,5,4.5,no,4,7.6,co-learning group,no,high,7,10,5,auditory,5.9,82
111531,19,male,biology,2.3,1.0,1.4,yes,99.6,5.2,fair,0,high school,high,7.3,yes,3.15,1,6.2,no,5,6.5,cafe,no,low,3,10,5,kinesthetic,3.7,88
104076,19,male,arts,3.1,2.0,1.7,yes,99.6,8.1,good,5,bachelor,low,7.0,no,3.14,1,4.9,no,2,7.8,quiet room,no,high,7,5,10,kinesthetic,9.7,79
101775,26,male,business,2.1,2.3,2.4,no,99.6,7.0,poor,0,master,medium,8.6,yes,3.14,6,3.9,no,2,7.9,quiet room,no,medium,10,5,10,visual,1.4,77
109377,23,male,psychology,3.7,3.4,0.8,yes,99.6,6.1,good,7,bachelor,high,6.2,yes,3.12,5,6.5,no,3,9.6,library,no,medium,5,5,10,visual,5.5,83
112546,18,male,business,4.4,2.8,0.2,no,99.6,7.8,poor,0,phd,high,7.6,yes,3.1,7,4.5,no,5,7.5,co-learning group,no,medium,8,5,10,auditory,8.2,73
160781,27,male,engineering,3.9,4.6,0.7,no,99.6,6.6,good,5,high school,low,6.9,no,3.09,7,3.0,no,5,10.3,cafe,yes,medium,3,3,10,kinesthetic,8.1,76
173879,25,female,biology,4.7,2.2,2.8,yes,99.6,5.2,good,6,some college,low,4.6,no,3.07,2,7.8,no,3,11.5,co-learning group,no,low,2,5,10,visual,2.1,67
172806,27,male,biology,4.9,4.4,0.2,yes,99.6,6.1,fair,7,some college,low,9.2,yes,3.05,1,3.1,no,2,11.3,co-learning group,yes,medium,8,2,10,auditory,6.8,79
125780,23,male,computer science,4.796332381775755,3.6,3.2,yes,99.6,7.9,good,6,some college,medium,6.6,yes,3.01,2,6.0,no,3,11.7,dorm,no,low,5,6,9,visual,5.0,75
121927,18,male,arts,1.7,1.6,1.5,no,99.6,6.2,poor,1,some college,low,5.7,no,3.0,3,3.8,no,3,5.7,quiet room,yes,medium,5,8,7,kinesthetic,4.1,69
116906,25,other,engineering,4.0,4.3,4.0,yes,99.6,8.3,poor,3,high school,medium,8.0,yes,2.99,8,9.3,no,2,14.3,library,yes,high,1,5,10,reading,5.8,74
151145,20,female,arts,7.3,2.8,2.9,yes,99.6,8.6,fair,0,some college,low,6.4,no,2.98,4,3.2,no,1,14.5,library,no,high,2,1,10,visual,8.7,81
168992,20,female,arts,5.9,4.7,0.2,no,99.6,7.8,fair,4,phd,high,5.5,no,2.96,8,5.8,no,3,11.7,quiet room,no,low,6,3,10,kinesthetic,1.0,79
169983,21,male,psychology,3.5,3.2,3.1,no,99.6,9.0,fair,5,high school,medium,9.3,no,2.96,5,5.9,no,0,9.9,cafe,no,medium,4,1,10,reading,8.8,72
110316,28,male,arts,3.3,0.9,1.2,no,99.6,4.0,good,4,master,low,8.6,no,2.96,5,2.8,no,5,6.2,library,yes,medium,9,6,9,visual,7.3,81
173702,20,other,psychology,4.7,4.0,1.1,yes,99.6,7.1,fair,7,high school,low,8.7,yes,2.92,7,5.1,no,4,10.5,cafe,no,low,7,3,10,visual,3.8,76
112014,24,male,biology,2.4,0.2,3.2,yes,99.6,7.5,good,4,some college,high,8.5,yes,2.88,1,6.2,no,3,7.3,dorm,yes,medium,3,3,10,auditory,4.1,74
103620,27,other,psychology,2.2,3.8,3.9,no,99.6,6.6,good,6,bachelor,medium,3.7,no,2.87,8,5.6,no,2,11.8,dorm,yes,high,10,3,10,reading,6.7,74
142296,22,male,engineering,5.7,0.5,3.2,no,99.6,8.6,good,5,bachelor,medium,10.0,yes,2.84,2,1.7,no,1,10.6,cafe,no,low,3,1,10,reading,2.2,60
111538,24,male,engineering,1.6,1.2,1.1,no,99.6,10.2,poor,7,phd,high,6.4,no,2.83,2,5.2,no,5,4.8,quiet room,no,low,9,2,10,auditory,2.3,79
152617,20,female,biology,4.8,3.5,1.3,no,99.6,6.1,good,3,bachelor,high,1.7999999999999998,no,2.75,4,7.4,no,4,11.4,cafe,yes,high,3,6,9,kinesthetic,9.8,64
150337,23,female,engineering,4.8,2.1,2.1,no,99.6,4.7,good,4,bachelor,low,7.6,yes,2.74,6,1.0,no,3,9.5,dorm,no,low,2,1,10,visual,1.9,73
132550,25,male,computer science,4.803219814367921,0.6,0.9,no,99.6,9.7,good,5,master,low,10.0,no,2.72,7,6.5,no,5,7.4,dorm,no,medium,10,1,10,auditory,6.5,64
125714,21,male,business,3.1,3.0,2.5,yes,99.6,7.9,good,3,high school,medium,3.0,yes,2.72,5,4.3,no,2,9.2,library,yes,low,10,2,10,visual,5.8,57
162086,18,male,computer science,4.489083878649159,4.0,0.3,no,99.6,7.0,good,4,bachelor,high,4.7,yes,2.71,2,6.5,no,2,9.6,library,no,low,9,4,10,kinesthetic,3.3,65
101627,22,female,business,4.3,0.6,0.9,no,99.6,4.6,good,2,phd,low,6.1,yes,2.71,1,5.1,no,1,6.7,library,no,medium,7,5,10,kinesthetic,1.8,65
115307,24,other,psychology,0.0,3.0,2.5,no,99.6,7.4,poor,5,high school,low,5.2,no,2.67,4,6.5,no,3,6.6,quiet room,no,medium,5,6,9,kinesthetic,8.8,63
122865,20,male,arts,6.2,2.6,3.3,no,99.6,6.6,fair,0,high school,low,9.2,yes,2.66,4,4.9,no,5,12.8,cafe,no,high,2,4,10,kinesthetic,10.0,63
177163,19,other,business,3.6,2.9,0.0,no,99.6,7.2,good,5,some college,low,7.0,no,2.64,7,5.2,no,2,6.9,library,no,low,1,4,10,kinesthetic,2.3,59
117472,17,other,arts,2.3,3.6,2.8,yes,99.6,7.0,good,6,high school,low,10.0,no,2.62,7,5.9,no,1,10.1,co-learning group,no,low,6,1,10,auditory,6.0,58
110698,21,female,engineering,1.4,3.2,2.3,yes,99.6,7.5,good,0,master,high,9.2,no,2.58,1,5.7,no,0,7.3,co-learning group,no,medium,9,2,10,auditory,6.7,60
150187,22,male,arts,2.7,2.5,3.7,yes,99.6,7.4,good,0,high school,high,4.8,yes,2.57,4,3.4,no,2,9.3,cafe,no,low,8,5,10,visual,9.6,70
151543,21,female,engineering,2.6,1.0,2.6,yes,99.6,6.9,fair,0,some college,medium,10.0,no,2.45,4,6.4,no,0,6.3,cafe,yes,medium,7,4,10,visual,2.9,58
165855,21,male,engineering,3.7,1.2,1.6,yes,99.6,8.6,fair,0,high school,medium,7.1,yes,2.4,2,4.3,no,4,6.6,cafe,no,low,7,2,10,visual,8.6,65
162353,24,female,engineering,1.7,1.9,3.3,no,99.6,9.6,fair,3,phd,medium,6.9,yes,2.4,8,2.8,no,3,8.7,dorm,no,medium,5,4,10,visual,2.5,61
138138,16,male,biology,9.0,0.8,0.2,no,99.5,9.7,fair,1,bachelor,high,9.1,no,4.0,8,5.3,no,4,10.1,quiet room,no,high,2,7,8,kinesthetic,7.8,97
140572,27,male,business,8.2,4.5,2.4,yes,99.5,6.0,good,7,high school,high,6.7,no,4.0,8,7.8,no,2,15.9,quiet room,no,medium,4,7,8,visual,5.7,95
140723,26,female,biology,8.1,0.2,3.5,yes,99.5,7.3,poor,2,master,high,3.1,yes,4.0,7,2.3,no,5,13.5,co-learning group,yes,medium,1,5,10,reading,8.5,100
169814,23,female,business,8.1,0.9,3.7,yes,99.5,8.3,fair,1,bachelor,medium,6.6,yes,4.0,2,3.2,no,2,12.8,library,no,low,2,4,10,kinesthetic,4.2,98
168611,28,other,business,7.9,1.6,2.7,yes,99.5,8.2,fair,3,master,low,5.2,no,4.0,2,5.3,no,4,13.4,library,yes,low,4,10,5,auditory,7.0,100
122323,22,female,arts,7.8,2.7,2.1,yes,99.5,7.0,good,4,high school,medium,10.0,no,4.0,7,5.9,no,5,13.7,quiet room,no,high,7,3,10,kinesthetic,7.0,98
165033,20,other,psychology,7.2,4.5,3.3,yes,99.5,5.5,fair,0,master,medium,7.8,no,4.0,7,5.6,no,4,15.4,quiet room,no,high,8,7,8,auditory,3.5,90
152103,16,other,arts,7.1,1.2,0.8,yes,99.5,7.1,good,5,bachelor,medium,4.9,yes,4.0,2,1.7,no,3,10.9,co-learning group,yes,low,4,2,10,visual,4.6,100
172463,24,female,arts,7.1,0.1,1.7,yes,99.5,6.8,poor,1,bachelor,medium,3.4,no,4.0,5,5.6,no,5,9.5,dorm,no,high,5,10,5,auditory,9.3,99
120575,17,other,computer science,7.035619785697913,2.9,0.8,yes,99.5,8.4,fair,0,bachelor,high,7.6,no,4.0,5,3.1,no,2,12.6,co-learning group,yes,medium,3,3,10,kinesthetic,9.1,100
114011,27,female,engineering,6.9,3.5,1.2,no,99.5,5.9,good,0,master,high,4.7,no,4.0,5,5.8,no,2,12.8,co-learning group,yes,low,1,6,9,visual,3.9,100
177367,18,male,psychology,6.8,1.4,1.1,no,99.5,8.7,good,3,bachelor,high,10.0,no,4.0,1,4.3,no,0,11.2,co-learning group,yes,low,1,6,9,reading,2.4,98
117208,24,female,computer science,6.794043602314472,0.3,0.5,yes,99.5,4.8,good,7,some college,low,10.0,yes,4.0,8,2.9,no,4,8.5,co-learning group,yes,high,1,8,7,kinesthetic,2.0,97
141832,27,male,computer science,6.605823433674496,3.4,1.5,no,99.5,6.3,good,1,master,high,7.7,no,4.0,5,2.9,no,0,11.5,library,no,high,8,10,5,kinesthetic,1.2,99
141390,16,other,computer science,6.52950042390831,2.5,3.7,yes,99.5,9.8,fair,1,phd,low,4.6,no,4.0,4,5.1,no,1,14.3,dorm,yes,low,3,6,9,auditory,2.8,92
129989,26,female,computer science,6.476297538513975,1.5,2.8,no,99.5,5.6,good,4,phd,medium,6.7,no,4.0,7,5.2,no,0,12.6,co-learning group,yes,medium,3,4,10,auditory,7.4,90
116586,27,male,engineering,6.2,2.6,1.6,yes,99.5,6.0,good,7,bachelor,medium,6.3,no,4.0,1,5.2,no,0,11.5,co-learning group,yes,low,5,3,10,kinesthetic,2.1,99
173474,28,female,engineering,5.8,1.6,1.6,yes,99.5,5.8,fair,6,some college,high,7.800000000000001,no,4.0,7,7.2,no,2,10.7,library,no,medium,5,10,5,visual,8.6,100
165200,16,female,psychology,5.7,1.1,1.8,yes,99.5,7.6,poor,6,master,low,9.0,yes,4.0,5,3.8,no,4,9.8,dorm,yes,medium,3,10,5,auditory,7.7,100
108456,22,female,engineering,5.6,0.1,1.4,no,99.5,7.3,fair,6,bachelor,medium,6.6,no,4.0,8,6.6,no,4,8.3,library,no,high,10,9,6,kinesthetic,7.3,100
120152,22,male,arts,5.4,0.8,1.2,no,99.5,7.9,fair,5,master,high,7.8,no,4.0,5,4.7,no,0,9.3,library,no,high,8,6,9,visual,4.9,100
156321,16,other,biology,5.4,3.1,2.9,no,99.5,7.4,poor,6,high school,low,8.6,no,4.0,1,4.2,no,2,13.3,library,yes,medium,6,4,10,visual,4.2,100
156119,20,other,psychology,5.4,3.3,1.1,no,99.5,9.9,good,0,phd,medium,6.6,no,4.0,2,5.5,no,4,10.1,co-learning group,yes,high,4,3,10,visual,5.4,96
163978,21,male,arts,5.3,2.2,0.1,no,99.5,7.2,fair,4,phd,medium,8.5,no,4.0,3,4.9,no,0,8.2,library,yes,low,7,10,5,auditory,6.0,100
154127,16,male,biology,5.2,4.2,0.5,no,99.5,8.8,good,1,some college,high,10.0,yes,4.0,7,3.2,no,2,10.3,library,no,low,2,4,10,reading,6.6,100
159954,23,other,psychology,5.2,1.3,0.4,no,99.5,6.3,good,1,high school,low,9.2,yes,4.0,4,8.9,no,4,7.9,co-learning group,no,medium,9,8,7,kinesthetic,1.7,94
152139,27,other,arts,5.1,3.7,1.4,yes,99.5,6.8,good,1,high school,high,6.2,yes,4.0,1,4.2,no,4,11.0,co-learning group,no,medium,1,6,9,kinesthetic,4.0,100
159956,27,female,engineering,5.1,3.3,1.6,no,99.5,11.2,poor,2,high school,low,6.9,no,4.0,4,1.3,no,3,10.6,cafe,yes,low,4,8,7,auditory,7.5,96
163483,23,male,computer science,5.072503579467167,1.4,2.0,no,99.5,10.0,good,3,some college,low,8.6,yes,4.0,5,3.8,no,1,9.9,library,no,high,4,5,10,reading,9.5,98
118600,20,female,arts,5.0,0.7,3.1,yes,99.5,5.4,poor,2,some college,medium,5.6,no,4.0,6,1.3,no,3,9.7,dorm,yes,low,7,7,8,kinesthetic,5.5,100
149484,28,other,arts,5.0,4.6,2.1,yes,99.5,8.6,poor,6,high school,medium,6.9,no,4.0,8,7.5,no,2,12.2,co-learning group,no,low,7,4,10,kinesthetic,2.1,100
127120,19,female,computer science,4.942646643546664,2.4,3.0,yes,99.5,6.2,poor,6,high school,medium,10.0,no,4.0,3,7.8,no,5,11.6,library,no,high,6,8,7,kinesthetic,2.0,94
115394,20,male,biology,4.9,4.3,1.2,no,99.5,7.4,good,2,bachelor,low,4.8,no,4.0,6,6.7,no,1,11.1,dorm,yes,medium,9,9,6,kinesthetic,4.4,90
107944,27,other,computer science,4.803866419787477,3.6,2.9,no,99.5,6.0,fair,6,phd,medium,10.0,yes,4.0,3,4.3,no,1,11.7,library,yes,low,4,3,10,visual,4.9,98
161672,27,other,arts,4.8,3.3,0.9,no,99.5,7.5,fair,7,phd,high,8.2,no,4.0,7,7.3,no,1,9.6,cafe,yes,medium,5,6,9,visual,4.6,98
149743,26,male,engineering,4.8,1.9,0.4,yes,99.5,6.3,good,3,high school,high,9.5,no,4.0,2,4.2,no,1,8.0,quiet room,yes,high,6,2,10,auditory,3.2,88
156210,28,female,computer science,4.582730630483417,3.3,1.4,no,99.5,8.9,fair,2,high school,medium,7.4,yes,4.0,7,7.2,no,4,10.8,co-learning group,no,low,5,9,6,reading,4.2,100
130971,20,male,psychology,4.5,2.1,3.8,yes,99.5,7.7,poor,5,master,high,7.2,yes,4.0,6,4.0,no,1,11.2,dorm,no,high,8,6,9,visual,7.1,95
160865,26,female,computer science,4.37305289770323,3.9,2.5,yes,99.5,8.6,fair,0,phd,medium,10.0,yes,4.0,4,5.6,no,1,12.8,quiet room,no,medium,1,7,8,reading,4.3,100
173863,18,female,psychology,4.3,4.6,3.2,yes,99.5,6.5,fair,3,some college,medium,5.4,yes,4.0,3,9.2,no,5,13.5,cafe,no,medium,3,8,7,auditory,3.2,100
167805,19,male,computer science,4.287398165022482,1.1,1.9,no,99.5,6.0,fair,4,some college,low,4.7,yes,4.0,1,6.2,no,1,7.3,co-learning group,yes,high,7,3,10,auditory,4.9,97
121359,22,other,computer science,4.209866380601725,3.3,3.9,no,99.5,8.0,fair,4,some college,low,7.4,yes,4.0,3,4.0,no,4,13.2,dorm,yes,medium,5,2,10,kinesthetic,8.4,100
143526,19,other,engineering,4.2,3.5,0.3,yes,99.5,8.2,good,6,master,low,4.4,yes,4.0,2,7.5,no,4,8.6,quiet room,yes,low,4,1,10,kinesthetic,4.2,95
128286,20,female,biology,3.9,0.4,3.3,no,99.5,5.9,fair,3,phd,high,6.7,no,4.0,5,4.9,no,1,9.6,quiet room,no,low,1,7,8,visual,9.9,100
151789,28,male,business,3.4,1.7,1.6,no,99.5,8.2,poor,6,phd,low,9.6,no,4.0,7,3.6,no,5,7.2,cafe,no,low,4,7,8,kinesthetic,8.4,99
108860,19,male,engineering,3.3,0.3,3.5,yes,99.5,8.1,good,0,master,low,7.0,yes,4.0,3,3.9,no,0,8.2,co-learning group,no,medium,1,9,6,visual,3.8,100
164311,16,male,engineering,3.3,2.5,0.9,yes,99.5,7.0,fair,1,phd,low,9.5,yes,4.0,5,5.4,no,2,7.4,library,yes,medium,3,8,7,visual,8.9,97
177685,28,other,psychology,3.1,3.8,1.7,yes,99.5,8.3,good,6,some college,low,6.2,no,4.0,7,7.4,no,2,10.4,co-learning group,yes,low,1,8,7,kinesthetic,3.8,96
176706,23,male,arts,2.8,0.3,2.1,yes,99.5,7.9,good,3,bachelor,high,5.6,no,4.0,5,5.4,no,0,6.1,co-learning group,yes,medium,1,8,7,visual,8.9,100
108336,23,male,arts,2.8,2.2,0.9,yes,99.5,6.2,fair,6,phd,high,5.4,no,4.0,7,4.4,no,5,6.0,dorm,no,medium,1,4,10,auditory,9.7,94
105000,17,male,arts,2.7,0.4,1.3,yes,99.5,7.2,fair,5,some college,low,5.7,yes,4.0,6,7.8,no,3,5.4,cafe,no,medium,2,8,7,kinesthetic,2.3,100
114401,18,female,business,2.5,1.0,2.7,no,99.5,7.9,poor,7,bachelor,medium,1.7000000000000002,yes,4.0,1,7.1,no,1,6.9,cafe,no,high,4,7,8,kinesthetic,9.6,100
119936,26,other,biology,2.5,0.9,3.7,no,99.5,5.7,good,1,phd,low,6.5,no,4.0,4,5.8,no,2,9.0,co-learning group,no,high,5,1,10,kinesthetic,5.0,95
138943,23,other,psychology,1.6,4.2,0.8,no,99.5,9.9,poor,3,some college,medium,10.0,no,4.0,4,6.5,no,3,8.0,co-learning group,no,medium,2,10,5,reading,2.4,93
172865,27,female,biology,0.1,2.3,2.3,yes,99.5,5.0,fair,1,bachelor,high,10.0,no,4.0,6,8.4,no,5,5.6,cafe,yes,medium,2,8,7,auditory,4.0,100
170159,22,female,arts,3.4,4.5,1.7,no,99.5,5.8,good,7,bachelor,low,9.3,no,3.99,3,6.3,no,5,10.5,co-learning group,yes,medium,1,6,9,reading,3.7,97
171880,21,female,computer science,1.1585040887420417,1.7,1.5,no,99.5,9.0,good,5,some college,high,4.9,no,3.99,7,6.6,no,3,5.8,cafe,no,high,9,2,10,kinesthetic,3.2,100
148169,24,female,biology,5.1,1.9,3.9,no,99.5,4.5,fair,1,phd,low,1.4,yes,3.98,2,6.7,no,2,12.3,dorm,yes,high,8,6,9,auditory,2.6,100
139434,23,female,arts,2.7,1.6,3.6,no,99.5,6.3,fair,0,some college,medium,2.1,yes,3.96,5,4.7,no,4,8.1,quiet room,no,medium,4,5,10,reading,5.7,97
142781,25,female,business,2.1,3.5,1.7,no,99.5,6.8,poor,7,some college,medium,7.9,no,3.96,7,6.7,no,3,7.3,quiet room,no,low,5,10,5,kinesthetic,5.4,100
120016,25,male,business,6.6,3.4,2.6,no,99.5,6.4,good,6,phd,low,4.3,no,3.95,7,8.1,no,5,12.7,quiet room,yes,medium,9,6,9,kinesthetic,9.4,100
173774,19,male,arts,6.1,4.4,4.0,no,99.5,6.8,good,7,high school,high,8.5,yes,3.94,3,5.1,no,4,15.9,library,no,high,5,9,6,visual,7.2,100
150980,21,other,engineering,4.3,2.9,2.5,yes,99.5,7.6,fair,2,master,low,10.0,no,3.91,6,7.0,no,3,10.1,library,no,high,8,10,5,kinesthetic,8.3,88
104878,25,other,biology,3.7,0.5,2.0,no,99.5,4.8,good,2,master,low,4.0,yes,3.9,8,7.2,no,0,7.1,quiet room,no,medium,2,6,9,auditory,7.3,93
100665,22,other,business,4.7,3.8,3.0,yes,99.5,7.7,poor,5,phd,high,9.3,no,3.87,4,5.2,no,0,12.5,quiet room,yes,medium,9,9,6,auditory,9.0,98
123265,22,female,psychology,4.2,3.5,2.5,no,99.5,5.7,poor,0,bachelor,low,5.2,yes,3.87,5,4.7,no,5,10.7,dorm,yes,low,9,9,6,visual,8.0,98
160072,18,female,business,6.3,4.3,3.3,yes,99.5,6.9,good,3,master,medium,6.6,no,3.85,2,4.4,no,0,14.9,quiet room,yes,medium,3,3,10,visual,2.1,89
147380,24,other,business,3.1,2.2,2.8,yes,99.5,6.7,good,4,some college,high,8.9,yes,3.85,5,5.1,no,1,9.5,library,no,medium,7,1,10,auditory,5.2,100
159134,22,other,business,4.9,4.3,0.3,no,99.5,6.5,good,0,high school,medium,4.7,no,3.84,7,7.4,no,2,10.2,library,yes,high,4,2,10,kinesthetic,3.9,94
151871,18,female,arts,7.2,0.4,0.1,no,99.5,7.5,fair,3,some college,high,5.7,no,3.82,3,7.3,no,3,7.8,quiet room,no,high,6,3,10,auditory,7.7,100
147809,20,female,biology,6.2,2.9,0.2,yes,99.5,7.4,good,3,some college,high,5.1,yes,3.82,3,6.1,no,5,10.0,library,yes,low,6,5,10,kinesthetic,6.4,98
149521,18,female,arts,2.9,2.1,0.5,no,99.5,8.4,good,4,bachelor,medium,6.5,yes,3.82,7,2.2,no,2,6.3,cafe,no,low,1,9,6,auditory,1.9,94
165091,24,other,business,4.2,4.4,1.1,no,99.5,4.0,good,6,master,high,8.7,no,3.81,8,6.7,no,2,9.9,quiet room,no,medium,1,1,10,auditory,5.5,98
149751,28,male,computer science,3.7714843842664334,3.8,2.8,yes,99.5,8.2,fair,5,bachelor,medium,10.0,yes,3.81,4,5.5,no,3,10.9,quiet room,yes,high,1,10,5,auditory,3.5,87
141064,18,female,engineering,3.0,3.8,1.0,no,99.5,7.8,good,6,phd,high,6.8,no,3.79,4,7.7,no,2,9.3,cafe,yes,low,1,1,10,kinesthetic,3.7,95
144843,26,female,business,4.9,4.5,2.0,yes,99.5,8.4,good,3,some college,high,7.9,yes,3.76,7,6.3,no,5,12.7,quiet room,yes,medium,5,6,9,kinesthetic,5.4,91
129772,27,male,computer science,2.942319336774529,1.3,2.0,yes,99.5,4.0,fair,5,high school,medium,7.199999999999999,yes,3.75,5,7.8,no,3,6.4,dorm,no,high,8,6,9,reading,8.9,96
147927,27,female,psychology,5.7,2.6,0.2,yes,99.5,9.7,good,6,some college,low,5.6,no,3.73,4,6.7,no,1,9.3,library,no,high,5,3,10,kinesthetic,7.9,90
162569,16,male,arts,1.7,2.6,3.3,yes,99.5,5.8,good,4,phd,medium,7.699999999999999,no,3.72,1,7.4,no,1,8.9,library,no,low,4,7,8,auditory,7.1,91
130758,28,female,arts,3.8,2.8,2.9,yes,99.5,5.1,fair,1,high school,medium,2.9,yes,3.7,1,4.6,no,4,10.8,co-learning group,no,medium,9,6,9,kinesthetic,3.6,94
100515,24,other,psychology,3.6,3.2,2.4,no,99.5,6.5,fair,7,master,low,9.9,yes,3.7,8,4.8,no,5,10.5,dorm,no,high,5,8,7,kinesthetic,6.7,87
171990,23,male,computer science,4.2196352511143465,4.4,3.7,no,99.5,6.2,good,5,phd,low,5.9,yes,3.67,8,3.5,no,5,13.0,quiet room,yes,high,10,10,5,visual,5.7,91
